Tipo;Nro;Fecha;OC;RCO;Rut;Direccion;Direccion_alterna;Medio_envio;Job;Condicion_venta;Localizacion;Cod_Impto;Vendedor;Certificados;Puerto_Embarque;Nave;Puerto_Destino;Clausula;Factura;Fecha_factura
O;506;2013-3-8;GEL SHS-9169-0;;32000203-6C;BARTOLOME MITRE 2364-66 1039;BUENOS AIRES;;USD;90 días Fecha Factura;;IVA_EXE;2;;;;;;269;2013-3-22
O;559;2013-3-19;GEL 45742;;32001001-2C;CARRERA 64C NO. 95-84 MEDELLIN APARTADO / PO BOX 2065 COLOMBIA NIT 890.903.310-3;;;USD;75 días Fecha Factura NO USAR;;IVA_EXE;2;;;;;;374;2013-4-22
O;611;2013-3-28;GEL 4500899675;;96627500-6C;LONGITUDINAL SUR KM 1078.6;PARGUA;;USD;60 días Fecha Factura;;IVA_EXE;1;;;;;;30152;2013-4-25
O;612;2013-3-28;GEL 4500899675;;96627500-6C;LONGITUDINAL SUR KM 1078.6;PARGUA;;CLP;60 días Fecha Factura;;IVA;1;;;;;;30108;2013-4-15
O;614;2013-4-2;GEL CH208/13;;36004701-6C;ISTANBUL TRAKYA SERBEST BOLGE SB FERHATPASA SB MAHALLESI, ACELYA SOK No8 B1. 34540 CATALCA/ISTANBUL;;;EUR;90 días Fecha Factura;;IVA_EXE;7;;;;;;322;2013-4-11
O;627;2013-4-9;GEL GELY-04-13;;32001401-8C;VICENTE DUQUE N73-85 Y JOSE DE LA REA, QUITO ECUADOR RUC 1791269489001;Quito;;USD;90 días Fecha Factura;;IVA_EXE;13;;;;;;323;2013-4-11
O;637;2013-4-19;GEL 514307;;34501608-2C;4609 RICHLYNN  DRIVE;BELCAMP, MD 21017;;USD;45 días Fecha Factura;;IVA_EXE;3;;;;;;444;2013-6-14
O;642;2013-4-22;GEL P222344-00;;32001101-9C;200M. Este del Banco Nacional;SAN JOSE DE COSTA RICA;;USD;90 días Fecha Factura;;IVA_EXE;2;;;;;;434;2013-5-29
O;667;2013-5-6;GEL SHS-9249-0;;32000203-6C;BARTOLOME MITRE 2364-66 1039;BUENOS AIRES;;USD;90 días Fecha Factura;;IVA_EXE;2;;;;;;427;2013-5-22
O;679;2013-5-9;GEL PO195/13;;35000801-2C;No.9, Beitucheng West Rd., Chaoyang District;BEIJING;Marítimo;USD;30 días Fecha Factura;;IVA_EXE;13;Análisis S. L.;;;SHANGHAI;CIF;438;2013-5-30
O;682;2013-5-13;GEL P2440013-00;;32001101-9C;200M. Este del Banco Nacional;SAN JOSE DE COSTA RICA;Marítimo;USD;90 días Fecha Factura;;IVA_EXE;2;Análisis S.S.;;;SAN JOSE DE COSTA RICA;FOB;100085;2013-6-12
O;692;2013-5-17;GEL CH212/13;;35001601-5C;153,Ghaem Magham Farahani Ave, Suite No.3;Tehran;Marítimo;USD;30 días Fecha Factura;;IVA_EXE;6;Análisis S.;;;;CFR;100135;2013-6-28
O;700;2013-5-23;GEL PO197/13;;35003702-0C;1F, NO.255, SEC 1,YUAN SHUI RD,YUANLIN, CHUNG HUA HSIEN, TAIWAN;Taiwan;;USD;30 días Fecha Factura;;IVA_EXE;13;;;;;;100109;2013-6-25
O;707;2013-5-28;GEL IE 1127/13;;32000704-6C;RUA BERTOLINO SERPA,501-BLOCO 02 CEP88311-547 CNPJ 01.838.723/0171-00 ITAJAÍ-SC-BR;CNPJ01.838.723/0171-00;Terrestre;USD;90 días Fecha Factura;;IVA_EXE;3;Análisis S.;santiago;;;FOB;464;2013-9-23
O;718;2013-6-4;GEL PO198/13;;35000801-2C;No.9, Beitucheng West Rd., Chaoyang District;BEIJING;;USD;30 días Fecha Factura;;IVA_EXE;13;;;;;;457;2013-7-19
O;720;2013-6-4;GEL P338702;;32000202-8C;Av.Henry Ford 3200, B1610BKW;Buenos Aires;Terrestre;USD;30 días Fecha Factura;;IVA_EXE;2;Análisis S.S.;;;;FOB;448;2013-6-19
O;728;2013-6-12;GEL PO-ECO-002963;;35002403-4C;LOT 11,SECTION 5,FASA 2B,PULAU INDAH INDUSTRIAL PARK, JALAN SUNGAI PINANG 4/2 42920 P. I. SELANGOR;SELANGOR;;USD;30 días Fecha Factura;;IVA_EXE;13;;;;;;100126;2013-6-27
O;730;2013-6-12;GELY AS-05/13;;35003401-3C;Nº 44, THALAWATHUGODA ROAD,;PITAKOTTE;Marítimo;USD;30 días Fecha Factura;;IVA_EXE;13;Análisis S.;;;PITAKOTTE;CIF;100161;2013-7-9
O;291;2013-2-12;GEL 4500006034;;32000703-8C;RUA PORFIRIO HERDEIRO 58 TABOAO DA SERRA;S.P.;;USD;75 días Fecha Factura NO USAR;;IVA_EXE;3;;;;;FOB;185;2013-3-4
O;340;2013-2-14;GEL IE 308I13/ PO11293439;;32000704-6C;RUA BERTOLINO SERPA,501-BLOCO 02 CEP88311-547 CNPJ 01.838.723/0171-00 ITAJAÍ-SC-BR;CNPJ01.838.723/0171-00;;USD;90 días Fecha Factura;;IVA_EXE;2;;;;;CPT;376;2013-4-22
O;348;2013-2-15;GEL 4600148241;;34501605-8C;CROCKETTS POINT PO BOX 1589 ROCKLAND, MAINE 04841-1589  USA;ROCKLAND, MAINE;;USD;30 días Fecha Factura;;IVA_EXE;1;;;;;;275;2013-3-28
O;370;2013-2-20;GEL PO187/13;;35000801-2C;No.9, Beitucheng West Rd., Chaoyang District;BEIJING;;USD;30 días Fecha Factura;;IVA_EXE;13;;;;;CIF;303;2013-4-9
O;436;2013-2-27;GEL APR;;36001601-3C;CALLE E SECTOR C. PI ZONA FRANCA 08040 BARCELONA-ESPAÑA;BARCELONA;;EUR;60 días Fecha Factura;;IVA_EXE;1;;;;;FOB;162;2013-2-27
O;444;2013-2-27;GEL PROFORMA 215;;33002407-0C;Calle San Luis Tlatilco 6-A Col. San Luis Tlatilco;CP. 53630, Naucalpan, Edo de  Mexico;;USD;60 días Fecha Factura;;IVA_EXE;5;;;;;CIF;165;2013-2-27
O;452;2013-2-27;GEL PROFORMA 202;;33002405-4C;Darwin, No. 68, Despacho 1301, Col.Anzures C.P. 11590;Ciudad de México;;USD;60 días Fecha Factura;;IVA_EXE;5;;;;;CIF;166;2013-2-27
O;462;2013-3-1;GEL 4162;;32000705-4C;EST.PARTICULAR FUKUTARO YIDA,1173-SAO;SAO PAULO;;USD;60 días Fecha Factura;;IVA_EXE;3;;;;;;229;2013-3-15
O;506;2013-3-8;GEL SHS-9169-0;;32000203-6C;BARTOLOME MITRE 2364-66 1039;BUENOS AIRES;;USD;90 días Fecha Factura;;IVA_EXE;2;;;;;;270;2013-3-22
O;560;2013-3-19;GEL A5694;;34501601-5C;6299 ROUTE 9N;ROUTE 9N;;USD;45 días Fecha Factura;;IVA_EXE;5;;;;;;417;2013-5-9
O;607;2013-3-26;GEL P201391;;32001101-9C;200M. Este del Banco Nacional;SAN JOSE DE COSTA RICA;;USD;90 días Fecha Factura;;IVA_EXE;2;;;;;;382;2013-4-29
O;608;2013-3-26;GEL PO192/13;;35000803-9C;Room 1201, 12th Floor,Building 2,1126-LI-AN ROAD, Minhang District,SHANGHAI 201199;SHANGHAI 201199  USCC  913101126762546417;;USD;90 días Fecha Factura;;IVA_EXE;13;;;;;;350;2013-4-18
O;616;2013-4-2;GEL PO193/13;;35003701-2C;4F-1. NO.283, SEC 1, FUSING, S.RD,;TAIPEI;;USD;30 días Fecha Factura;;IVA_EXE;13;;;;;;329;2013-4-16
O;617;2013-4-2;GEL PO191/13;;35000801-2C;No.9, Beitucheng West Rd., Chaoyang District;BEIJING;;USD;30 días Fecha Factura;;IVA_EXE;13;;;;;;344;2013-4-18
O;620;2013-4-5;GEL CH210/13   04/2013;;35001501-9C;ALJAMAILA STREET. BAGHDAD. Phone:009647504453904 Fax: 00964662560984 Email: info@burgaliraq.com;BAGHDAD;;USD;30 días Fecha Factura;;IVA_EXE;6;;;;;;100133;2013-6-28
O;620;2013-4-5;GEL CH210/13   04/2013;;35001501-9C;ALJAMAILA STREET. BAGHDAD. Phone:009647504453904 Fax: 00964662560984 Email: info@burgaliraq.com;BAGHDAD;;USD;30 días Fecha Factura;;IVA_EXE;6;;;;;;100211;2013-7-29
O;628;2013-4-9;GEL PO194/13;;35000803-9C;Room 1201, 12th Floor,Building 2,1126-LI-AN ROAD, Minhang District,SHANGHAI 201199;SHANGHAI 201199  USCC  913101126762546417;;USD;90 días Fecha Factura;;IVA_EXE;13;;;;;;422;2013-5-15
O;633;2013-4-17;GEL 7100000173;;32000702-KC;RUA RODOLFO HUFENUSSLER, 755 CAIXA;CEP 89251-901;;USD;30 días Fecha Factura;;IVA_EXE;3;;;;;;416;2013-5-8
O;641;2013-4-22;GEL 1000414;;32001502-2C;KM. 12,5 CARRETERA AL PUERTO DE LA LIBERTAD NUEVO CUSCATLAN EL SALVADOR CENTTRO AMERICA;El Salvador;;USD;60 días Fecha Factura;;IVA_EXE;2;;;;;;431;2013-5-24
O;754;2013-7-1;GEL 47797;;32001001-2C;CARRERA 64C NO. 95-84 MEDELLIN APARTADO / PO BOX 2065 COLOMBIA NIT 890.903.310-3;;;USD;75 días Fecha Factura NO USAR;;IVA_EXE;2;;;;;;100178;2013-7-18
O;771;2013-7-9;GEL CEM-IND 007/2013;;32002802-7C;AV. PRODUCCION NACIONAL 188 CHORRILLOS LIMA PERU RUC 20417378911;LIMA;Marítimo;USD;90 días Fecha Factura;;IVA_EXE;14;Análisis S.;;;CALLAO;FOB;100464;2013-10-15
O;772;2013-7-9;GEL CEM-IND 008/20413;;32002802-7C;AV. PRODUCCION NACIONAL 188 CHORRILLOS LIMA PERU RUC 20417378911;LIMA;;USD;90 días Fecha Factura;;IVA_EXE;14;;;;;;100695;2013-12-20
O;780;2013-7-15;GEL P339027;;32000202-8C;Av.Henry Ford 3200, B1610BKW;Buenos Aires;Terrestre;USD;30 días Fecha Factura;;IVA_EXE;2;Análisis S.S.;;;;FOB;100278;2013-8-20
O;792;2013-7-26;GEL SHS-9356-0;;32000203-6C;BARTOLOME MITRE 2364-66 1039;BUENOS AIRES;Terrestre;USD;90 días Fecha Factura;;IVA_EXE;2;Análisis S.;SANTIAGO;;;FCA;100276;2013-8-20
O;805;2013-8-2;GEL 4600149339-1;;34501605-8C;CROCKETTS POINT PO BOX 1589 ROCKLAND, MAINE 04841-1589  USA;ROCKLAND, MAINE;Marítimo;USD;30 días Fecha Factura;;IVA_EXE;1;Análisis S.;;;NEW YORK;FOB;100547;2013-11-7
O;807;2013-8-2;GEL4600149339-4;;34501605-8C;CROCKETTS POINT PO BOX 1589 ROCKLAND, MAINE 04841-1589  USA;ROCKLAND, MAINE;;USD;30 días Fecha Factura;;IVA_EXE;1;;;;;;100636;2013-12-2
O;808;2013-8-2;GEL 4600148455-2;;34501605-8C;CROCKETTS POINT PO BOX 1589 ROCKLAND, MAINE 04841-1589  USA;ROCKLAND, MAINE;Marítimo;USD;30 días Fecha Factura;;IVA_EXE;1;Análisis S.;;;;FOB;100713;2013-12-27
O;809;2013-8-2;GEL 4600149339-3;;34501605-8C;CROCKETTS POINT PO BOX 1589 ROCKLAND, MAINE 04841-1589  USA;ROCKLAND, MAINE;Marítimo;USD;30 días Fecha Factura;;IVA_EXE;1;Análisis;;;NEW YORK;FOB;100714;2013-12-31
O;811;2013-8-5;GEL LA-13/13;;32003602-KC;CALLE MURACHI, EDIF.ATLANTIDA, LOCAL B EL LLANITO;Caracas;Marítimo;USD;90 días Fecha Factura;;IVA_EXE;13;Análisis S.;;;LA GUAIRA;CIF;100669;2013-12-12
O;815;2013-8-7;GEL IE 1632/13;;32000704-6C;RUA BERTOLINO SERPA,501-BLOCO 02 CEP88311-547 CNPJ 01.838.723/0171-00 ITAJAÍ-SC-BR;CNPJ01.838.723/0171-00;Terrestre;USD;90 días Fecha Factura;;IVA_EXE;3;Análisis S.;;;PARANAGUA;CPT;473;2013-11-12
O;820;2013-8-14;GEL 2013I00596;;32002803-5C;AV. LOS ROSALES 280 SANTA ANITA LIMA 43 PERU;LIMA;Marítimo;USD;90 días Fecha Factura;;IVA_EXE;14;Análisis S.;;;CALLAO;FOB;100415;2013-9-30
O;829;2013-8-26;GEL 216;;36500201-0C;ROUTE BOUSMAIL LOTS BELHAOU ANE N 24 KOLEA TIPAZA ALGERIE;ALGERIE;Marítimo;USD;30 días Fecha Factura;;IVA_EXE;6;Análisis S.;;;ALGER PORT;CFR;100642;2013-12-4
O;831;2013-8-26;GEL LA-32/13 017-12;;32000602-3C;NATANIEL AGUIRRE Nº 645;COCHABAMBA;Terrestre;USD;30 días Fecha Factura;;IVA_EXE;14;Análisis S.;;;COCHABAMBA;FOB;100353;2013-9-10
O;839;2013-8-26;GEL 4600977861-30;;96627500-6C;LONGITUDINAL SUR KM 1078.6;PARGUA;Terrestre;CLP;60 días Fecha Factura;;IVA;1;Análisis S.;;;;EXW;30814;2013-10-30
O;857;2013-9-6;GEL 09-09-13;;36002504-7C;VIA MARCO POLO 87036 RENDE (CS);RENDE (CS);Marítimo;EUR;90 días Fecha Factura;;IVA_EXE;-1;Análisis S.;;;;FOB;100342;2013-9-6
O;864;2013-9-13;GEL P339522-2;;32000202-8C;Av.Henry Ford 3200, B1610BKW;Buenos Aires;Terrestre;USD;30 días Fecha Factura;;IVA_EXE;2;Análisis S.S.;;;VILLA MERCEDES;FOB;100465;2013-10-15
O;874;2013-9-24;GEL PO205/13;;35000803-9C;Room 1201, 12th Floor,Building 2,1126-LI-AN ROAD, Minhang District,SHANGHAI 201199;SHANGHAI 201199  USCC  913101126762546417;Marítimo;USD;90 días Fecha Factura;;IVA_EXE;13;Análisis S. L.;;;SHANGHAI;CIF;100615;2013-11-26
O;651;2013-4-25;GEL 27670;;36001904-7C;Z.A. 67170 MITTELHAUSEN;MITTELHAUSEN;;EUR;30 días Fecha Factura;;IVA_EXE;7;;;;;;383;2013-4-30
O;668;2013-5-6;GEL 2013I00297;;32002803-5C;AV. LOS ROSALES 280 SANTA ANITA LIMA 43 PERU;LIMA;;USD;90 días Fecha Factura;;IVA_EXE;14;;;;;;436;2013-5-29
O;674;2013-5-9;GEL 2013I00311;;32002803-5C;AV. LOS ROSALES 280 SANTA ANITA LIMA 43 PERU;LIMA;Marítimo;USD;90 días Fecha Factura;;IVA_EXE;14;Análisis S.;;;CALLAO;FOB;;
O;677;2013-5-9;GEL 4388;;32000705-4C;EST.PARTICULAR FUKUTARO YIDA,1173-SAO;SAO PAULO;;USD;60 días Fecha Factura;;IVA_EXE;3;;;;;;430;2013-5-23
O;694;2013-5-17;GEL 4500943776;;96627500-6C;LONGITUDINAL SUR KM 1078.6;PARGUA;;CLP;60 días Fecha Factura;;IVA;1;;;;;;30378;2013-6-28
O;696;2013-5-22;GEL 4600148455(3);;34501605-8C;CROCKETTS POINT PO BOX 1589 ROCKLAND, MAINE 04841-1589  USA;ROCKLAND, MAINE;;USD;30 días Fecha Factura;;IVA_EXE;1;;;;;;442;2013-6-14
O;720;2013-6-4;GEL P338702;;32000202-8C;Av.Henry Ford 3200, B1610BKW;Buenos Aires;Terrestre;USD;30 días Fecha Factura;;IVA_EXE;2;Análisis S.S.;;;;FOB;447;2013-6-19
O;723;2013-6-6;GEL 4514;;32000705-4C;EST.PARTICULAR FUKUTARO YIDA,1173-SAO;SAO PAULO;;USD;60 días Fecha Factura;;IVA_EXE;3;;;;;;446;2013-6-13
O;733;2013-6-12;GEL 2013I00433;;32002803-5C;AV. LOS ROSALES 280 SANTA ANITA LIMA 43 PERU;LIMA;Marítimo;USD;90 días Fecha Factura;;IVA_EXE;14;Análisis S.;;;CALLAO;FOB;100136;2013-6-28
O;740;2013-6-17;GELY-07-13;;32001401-8C;VICENTE DUQUE N73-85 Y JOSE DE LA REA, QUITO ECUADOR RUC 1791269489001;Quito;Aéreo;USD;90 días Fecha Factura;;IVA_EXE;13;Análisis S.;SANTIAGO;;QUITO;EXW;100097;2013-6-20
O;743;2013-6-19;GEL 4502177248-20;;32000701-1C;SAO BERNARDO DO CAMPO, SP RODOVIA ANCHIETA, KM 14, RUDGE RAMOS;RUDGE RAMOS;Aéreo;USD;45 días Fecha Factura;;IVA;1;Análisis S.;;;GUARULHOS;CFR;100328;2013-8-30
O;765;2013-7-8;GEL AF-01/13;;36504501-1C;Unit 2, Galaxy Office Park, 17 Galaxy Ave Linbro Business Park;Sandton 2065;;USD;60 días Fecha Factura;;IVA_EXE;13;;;;;;100169;2013-7-12
O;776;2013-7-12;GEL 2013.1562.1;;36004701-6C;ISTANBUL TRAKYA SERBEST BOLGE SB FERHATPASA SB MAHALLESI, ACELYA SOK No8 B1. 34540 CATALCA/ISTANBUL;;Aéreo;EUR;90 días Fecha Factura;;IVA_EXE;7;Análisis S.;;;;CIP;456;2013-7-15
O;783;2013-7-17;GEL 514674;;34501608-2C;4609 RICHLYNN  DRIVE;BELCAMP, MD 21017;Marítimo;USD;45 días Fecha Factura;;IVA_EXE;3;Análisis S.;;;;FOB;100414;2013-9-30
O;784;2013-7-17;GEL PR00167;;36001605-6C;C/CARDENAL BELLUGA, PARCELA 24/23;SAN GINES;Marítimo;USD;30 días Fecha Factura;;IVA_EXE;6;Análisis S.;;;;FOB;100218;2013-7-31
O;784;2013-7-17;GEL PR00167;;36001605-6C;C/CARDENAL BELLUGA, PARCELA 24/23;SAN GINES;Marítimo;USD;30 días Fecha Factura;;IVA_EXE;6;Análisis S.;;;;FOB;100233;2013-8-7
O;785;2013-7-17;GEL CP10085;;34501604-KC;118 S. CYPRESS STREET;CYPRESS STREET;Marítimo;USD;30 días Fecha Factura;;IVA_EXE;5;Análisis S.;;;;CIF;100260;2013-8-13
O;789;2013-7-23;GEL GELY-08-13;;32001401-8C;VICENTE DUQUE N73-85 Y JOSE DE LA REA, QUITO ECUADOR RUC 1791269489001;Quito;Marítimo;USD;90 días Fecha Factura;;IVA_EXE;13;Análisis S.;;;;FOB;100246;2013-8-9
O;791;2013-7-26;GEL 032417;;36504501-1C;Unit 2, Galaxy Office Park, 17 Galaxy Ave Linbro Business Park;Sandton 2065;Marítimo;USD;60 días Fecha Factura;;IVA_EXE;13;Análisis S.;;;;FOB;100255;2013-8-12
O;793;2013-7-26;GEL SHS-9356-1;;32000203-6C;BARTOLOME MITRE 2364-66 1039;BUENOS AIRES;Terrestre;USD;90 días Fecha Factura;;IVA_EXE;2;Análisis S.;;;;FCA;100271;2013-8-19
O;731;2013-6-12;GEL 1000462;;32001502-2C;KM. 12,5 CARRETERA AL PUERTO DE LA LIBERTAD NUEVO CUSCATLAN EL SALVADOR CENTTRO AMERICA;El Salvador;Marítimo;USD;60 días Fecha Factura;;IVA_EXE;2;Análisis S.;;;EL SALVADOR;CIF;100123;2013-6-27
O;741;2013-6-18;GEL SHS-9270-0;;32000203-6C;BARTOLOME MITRE 2364-66 1039;BUENOS AIRES;Terrestre;USD;90 días Fecha Factura;;IVA_EXE;2;Análisis S.;;;;EXW;451;2013-6-26
O;763;2013-7-5;GEL 4622;;32000705-4C;EST.PARTICULAR FUKUTARO YIDA,1173-SAO;SAO PAULO;;USD;60 días Fecha Factura;;IVA_EXE;3;;;;;;100189;2013-7-22
O;764;2013-7-8;GEL AF-02/13;;36504501-1C;Unit 2, Galaxy Office Park, 17 Galaxy Ave Linbro Business Park;Sandton 2065;;USD;60 días Fecha Factura;;IVA_EXE;13;;;;;;100168;2013-7-12
O;766;2013-7-8;GEL 4502185182;;32000701-1C;SAO BERNARDO DO CAMPO, SP RODOVIA ANCHIETA, KM 14, RUDGE RAMOS;RUDGE RAMOS;Aéreo;USD;45 días Fecha Factura;;IVA_EXE;1;Análisis S.;;;;FCA;454;2013-7-8
O;779;2013-7-15;GEL 514369;;34501608-2C;4609 RICHLYNN  DRIVE;BELCAMP, MD 21017;Marítimo;USD;45 días Fecha Factura;;IVA_EXE;3;Análisis S.;;;;FOB;100206;2013-7-26
O;794;2013-7-26;GEL CH215/13;;36004701-6C;ISTANBUL TRAKYA SERBEST BOLGE SB FERHATPASA SB MAHALLESI, ACELYA SOK No8 B1. 34540 CATALCA/ISTANBUL;;;USD;90 días Fecha Factura;;IVA_EXE;7;;;;;;100280;2013-8-20
O;799;2013-7-31;GEL PO201/13;;35000801-2C;No.9, Beitucheng West Rd., Chaoyang District;BEIJING;Marítimo;USD;30 días Fecha Factura;;IVA_EXE;13;Análisis S.;;;SHANGHAI;CIF;462;2013-8-30
O;802;2013-8-2;GEL 4600148456(1);;34501605-8C;CROCKETTS POINT PO BOX 1589 ROCKLAND, MAINE 04841-1589  USA;ROCKLAND, MAINE;Marítimo;USD;30 días Fecha Factura;;IVA_EXE;1;Análisis S.;VALPARAISO;;NEW YORK;FOB;;
O;807;2013-8-2;GEL4600149339-4;;34501605-8C;CROCKETTS POINT PO BOX 1589 ROCKLAND, MAINE 04841-1589  USA;ROCKLAND, MAINE;;USD;30 días Fecha Factura;;IVA_EXE;1;;;;;;100637;2013-11-29
O;819;2013-8-14;GEL 2013I00595;;32002803-5C;AV. LOS ROSALES 280 SANTA ANITA LIMA 43 PERU;LIMA;Marítimo;USD;90 días Fecha Factura;;IVA_EXE;14;Análisis S.;;;CALLAO;FOB;100351;2013-9-10
O;829;2013-8-26;GEL 216;;36500201-0C;ROUTE BOUSMAIL LOTS BELHAOU ANE N 24 KOLEA TIPAZA ALGERIE;ALGERIE;Marítimo;USD;30 días Fecha Factura;;IVA_EXE;6;Análisis S.;;;ALGER PORT;CFR;100518;2013-10-30
O;836;2013-8-26;GEL 4500977861-10;;96627500-6C;LONGITUDINAL SUR KM 1078.6;PARGUA;Terrestre;USD;60 días Fecha Factura;;IVA;1;Análisis S.;;;;EXW;30637;2013-9-11
O;854;2013-9-4;GEL 033409;;36504501-1C;Unit 2, Galaxy Office Park, 17 Galaxy Ave Linbro Business Park;Sandton 2065;Marítimo;USD;60 días Fecha Factura;;IVA_EXE;13;Análisis S.;;;DURBAN;CFR;100355;2013-9-10
O;860;2013-9-6;GEL SHS-9403-1;;32000203-6C;BARTOLOME MITRE 2364-66 1039;BUENOS AIRES;Terrestre;USD;90 días Fecha Factura;;IVA_EXE;2;Análisis S.;;;;FCA;100394;2013-9-23
O;868;2013-9-13;GEL PO204/13;;35000801-2C;No.9, Beitucheng West Rd., Chaoyang District;BEIJING;Marítimo;USD;30 días Fecha Factura;;IVA_EXE;13;Análisis S. L.;;;SHANGHAI;CIF;471;2013-11-8
O;870;2013-9-23;GEL 514939;;34501608-2C;4609 RICHLYNN  DRIVE;BELCAMP, MD 21017;Marítimo;USD;45 días Fecha Factura;;IVA_EXE;3;Análisis S.;;;BALTIMORE;FOB;100544;2013-11-7
O;872;2013-9-23;GEL P347966-00;;32001101-9C;200M. Este del Banco Nacional;SAN JOSE DE COSTA RICA;Marítimo;USD;90 días Fecha Factura;;IVA_EXE;2;Análisis S.S.;;;;FOB;100509;2013-10-29
O;876;2013-9-25;GEL 1301130162;;32003502-3C;YAGUARON 1407 PISO 16;MONTEVIDEO;Aéreo;USD;90 días Fecha Factura;;IVA_EXE;2;Análisis S. L.;;;SANTIAGO;FOB;466;2013-10-8
O;894;2013-10-15;GEL 4502135007-10;;32000701-1C;SAO BERNARDO DO CAMPO, SP RODOVIA ANCHIETA, KM 14, RUDGE RAMOS;RUDGE RAMOS;Marítimo;USD;45 días Fecha Factura;;IVA_EXE;1;Análisis S.;;;SAO PAULO;CFR;100546;2013-11-7
O;895;2013-10-15;GEL 034543;;36504501-1C;Unit 2, Galaxy Office Park, 17 Galaxy Ave Linbro Business Park;Sandton 2065;Marítimo;USD;60 días Fecha Factura;;IVA_EXE;13;Análisis S.;;;CAPE TOEN;FOB;100522;2013-10-30
O;902;2013-10-22;GEL SHS-9445-0;;32000203-6C;BARTOLOME MITRE 2364-66 1039;BUENOS AIRES;Terrestre;USD;90 días Fecha Factura;;IVA_EXE;2;Análisis S.;;;;EXW;100574;2013-11-12
O;918;2013-11-4;GEL PO209/13;;35000803-9C;Room 1201, 12th Floor,Building 2,1126-LI-AN ROAD, Minhang District,SHANGHAI 201199;SHANGHAI 201199  USCC  913101126762546417;Marítimo;USD;90 días Fecha Factura;;IVA_EXE;13;Análisis S. L.;;;SHANGHAI;CIF;100614;2013-11-26
O;929;2013-11-11;GEL PO210;;35000801-2C;No.9, Beitucheng West Rd., Chaoyang District;BEIJING;Marítimo;USD;30 días Fecha Factura;;IVA_EXE;13;Análisis S. L.;;;SCHANGHAI;CIF;486;2013-12-20
O;940;2013-11-18;GEL 2013/2;;35001701-1C;VAT # 511256737 3, ELIAHU EITAN STREET, IND, ZONE;RISHON LEZION 75703;Marítimo;USD;120 Días Fecha Factura;;IVA_EXE;7;Análisis S.S.;;;;CIF;100633;2013-11-29
O;946;2013-11-19;GEL SHS- 9463-0;;32000203-6C;BARTOLOME MITRE 2364-66 1039;BUENOS AIRES;Terrestre;USD;90 días Fecha Factura;;IVA;2;Análisis S.;;;;;480;2013-12-10
O;952;2013-11-22;GEL GELY 01-14;;32001401-8C;VICENTE DUQUE N73-85 Y JOSE DE LA REA, QUITO ECUADOR RUC 1791269489001;Quito;Marítimo;USD;90 días Fecha Factura;;IVA_EXE;13;Análisis S.;;;GUAYAQUIL;FOB;100677;2013-12-13
O;957;2013-12-4;GEL 249;;33002405-4C;Darwin, No. 68, Despacho 1301, Col.Anzures C.P. 11590;Ciudad de México;Aéreo;USD;60 días Fecha Factura;;IVA_EXE;13;Análisis S.;;;;CIP;100651;2013-12-5
O;976;2013-12-17;GEL 2013/3;;35001701-1C;VAT # 511256737 3, ELIAHU EITAN STREET, IND, ZONE;RISHON LEZION 75703;DHL;USD;120 Días Fecha Factura;;IVA_EXE;7;Análisis S.;;;;CIP;100711;2013-12-24
O;987;2013-12-23;GEL 131114;;34501606-6C;631 MOOSEHEAD TRAIL;WALDO;;USD;30 días Fecha Factura;;IVA_EXE;5;;;;;;101069;2014-4-14
O;987;2013-12-23;GEL 131114;;34501606-6C;631 MOOSEHEAD TRAIL;WALDO;;USD;30 días Fecha Factura;;IVA_EXE;5;;;;;;101078;2014-4-15
O;989;2013-12-23;GEL LA-48-13;;32000702-KC;RUA RODOLFO HUFENUSSLER, 755 CAIXA;CEP 89251-901;;USD;45 días Fecha Factura;;IVA_EXE;3;;;;;;504;2014-1-20
O;994;2013-12-24;GEL CP10254;;34501604-KC;118 S. CYPRESS STREET;CYPRESS STREET;DHL;USD;30 días Fecha Factura;;IVA_EXE;5;Análisis S.;;;;CIP;100716;2014-1-6
O;1014;2014-1-9;GEL 4600171303;;34501605-8C;CROCKETTS POINT PO BOX 1589 ROCKLAND, MAINE 04841-1589  USA;ROCKLAND, MAINE;Marítimo;USD;30 días Fecha Factura;;IVA_EXE;1;Análisis S.;;;;FOB;102020;2014-12-31
O;1021;2014-1-9;GEL 4600171072-4;;34501605-8C;CROCKETTS POINT PO BOX 1589 ROCKLAND, MAINE 04841-1589  USA;ROCKLAND, MAINE;Marítimo;USD;30 días Fecha Factura;;IVA_EXE;1;Análisis S.;;;;FOB;102270;2015-2-27
O;1046;2014-1-21;GEL PC14/0036;;36001605-6C;C/CARDENAL BELLUGA, PARCELA 24/23;SAN GINES;Aéreo;USD;30 días Fecha Factura;;IVA_EXE;6;Análisis S.;;;;CIF;100804;2014-1-27
O;1061;2014-1-27;GEL 17755;;35001206-0;Block 1, Lot 10, Mountview Industrial Complex, Bancal Carmona Cavite 4116 Philippines;Philippines;Marítimo;USD;Contado;;IVA_EXE;13;Análisis S. L.;;;;FOB;100906;2014-2-25
O;810;2013-8-2;GEL 4600149339-5;;34501605-8C;CROCKETTS POINT PO BOX 1589 ROCKLAND, MAINE 04841-1589  USA;ROCKLAND, MAINE;Marítimo;USD;30 días Fecha Factura;;IVA_EXE;1;Análisis S.;;;NEW YORK;FOB;100715;2013-12-31
