Tipo;Nro;Fecha;OC;RCO;Rut;Direccion;Direccion_alterna;Job;Condicion_venta;Localizacion;Cod_Impto;Vendedor;Certificados;Puerto_Embarque;Nave;Puerto_Destino;Clausula;Factura;Fecha_factura;EstadoOV;ETD_OV;ETA_OV;MedioDeEnvioFact;GtoAdicFlete
OV;810;2013-8-2;GEL 4600149339-5;;34501605-8C;CROCKETTS POINT PO BOX 1589 ROCKLAND, MAINE 04841-1589  USA;ROCKLAND, MAINE;USD;30 días Fecha Factura;;IVA_EXE;1;Análisis S.;;;NEW YORK;FOB;100715;2013-12-31;Cerrada;;;Marítimo;
OV;559;2013-3-19;GEL 45742;;32001001-2C;CARRERA 64C NO. 95-84 MEDELLIN APARTADO / PO BOX 2065 COLOMBIA NIT 890.903.310-3;;USD;75 días Fecha Factura NO USAR;;IVA_EXE;2;;;;;;374;2013-4-22;Cerrada;;;;
OV;612;2013-3-28;GEL 4500899675;;96627500-6C;LONGITUDINAL SUR KM 1078.6;PARGUA;CLP;60 días Fecha Factura;;IVA;1;;;;;;30108;2013-4-15;Cerrada;;;;
OV;621;2013-4-5;GEL CP9971;;34501604-KC;118 S. CYPRESS STREET;CYPRESS STREET;USD;30 días Fecha Factura;;IVA_EXE;5;;;;;;327;2013-4-15;Cerrada;;;;
OV;627;2013-4-9;GEL GELY-04-13;;32001401-8C;VICENTE DUQUE N73-85 Y JOSE DE LA REA, QUITO ECUADOR RUC 1791269489001;Quito;USD;90 días Fecha Factura;;IVA_EXE;13;;;;;;323;2013-4-11;Cerrada;;;;
OV;657;2013-4-30;GEL 201300514;;32000601-5C;AV. MARIO MERCADO No.100, Zoma Llojeta La Paz- Bolivia NIT 1020493029;Bolivia;USD;30 días Fecha Factura;;IVA_EXE;14;;;;;;423;2013-5-15;Cerrada;;;;
OV;667;2013-5-6;GEL SHS-9249-0;;32000203-6C;BARTOLOME MITRE 2364-66 1039;BUENOS AIRES;USD;90 días Fecha Factura;;IVA_EXE;2;;;;;;427;2013-5-22;Cerrada;;;;
OV;679;2013-5-9;GEL PO195/13;;35000801-2C;No.9, Beitucheng West Rd., Chaoyang District;BEIJING;USD;30 días Fecha Factura;;IVA_EXE;13;Análisis S. L.;;;SHANGHAI;CIF;438;2013-5-30;Cerrada;;;Marítimo;
OV;680;2013-5-9;GEL 11643459  IE 988/13;;32000704-6C;RUA BERTOLINO SERPA,501-BLOCO 02 CEP88311-547 CNPJ 01.838.723/0171-00 ITAJAÍ-SC-BR;CNPJ01.838.723/0171-00;USD;90 días Fecha Factura;;IVA_EXE;3;;;;;;461;2013-8-5;Cerrada;;;Terrestre;
OV;682;2013-5-13;GEL P2440013-00;;32001101-9C;200M. Este del Banco Nacional;SAN JOSE DE COSTA RICA;USD;90 días Fecha Factura;;IVA_EXE;2;Análisis S.S.;;;SAN JOSE DE COSTA RICA;FOB;100085;2013-6-12;Cerrada;;;Marítimo;
OV;690;2013-5-17;GEL CH213/13;;35000203-0C;ABT Building 2nd floor, Al bustan District 31952 AL KHOBAR;;USD;60 días Fecha Factura;;IVA_EXE;6;;;;;;100087;2013-6-12;Cerrada;;;Marítimo;
OV;691;2013-5-17;GEL 4500943776;;96627500-6C;LONGITUDINAL SUR KM 1078.6;PARGUA;CLP;60 días Fecha Factura;;IVA;1;;;;;;30355;2013-6-21;Cerrada;;;;
OV;692;2013-5-17;GEL CH212/13;;35001601-5C;153,Ghaem Magham Farahani Ave, Suite No.3;Tehran;USD;30 días Fecha Factura;;IVA_EXE;6;Análisis S.;;;;CFR;100135;2013-6-28;Cerrada;;;Marítimo;
OV;693;2013-5-17;GEL PO196/13;;35000801-2C;No.9, Beitucheng West Rd., Chaoyang District;BEIJING;USD;30 días Fecha Factura;;IVA_EXE;13;;;;;;443;2013-6-17;Cerrada;;;;
OV;694;2013-5-17;GEL 4500943776;;96627500-6C;LONGITUDINAL SUR KM 1078.6;PARGUA;CLP;60 días Fecha Factura;;IVA;1;;;;;;30402;2013-7-5;Cerrada;;;;
OV;700;2013-5-23;GEL PO197/13;;35003702-0C;1F, NO.255, SEC 1,YUAN SHUI RD,YUANLIN, CHUNG HUA HSIEN, TAIWAN;Taiwan;USD;30 días Fecha Factura;;IVA_EXE;13;;;;;;100109;2013-6-25;Cerrada;;;Marítimo;
OV;707;2013-5-28;GEL IE 1127/13;;32000704-6C;RUA BERTOLINO SERPA,501-BLOCO 02 CEP88311-547 CNPJ 01.838.723/0171-00 ITAJAÍ-SC-BR;CNPJ01.838.723/0171-00;USD;90 días Fecha Factura;;IVA_EXE;3;Análisis S.;santiago;;;FOB;464;2013-9-23;Cerrada;;;Terrestre;
OV;719;2013-6-4;GEL SHS-9270-0;;32000203-6C;BARTOLOME MITRE 2364-66 1039;BUENOS AIRES;USD;90 días Fecha Factura;;IVA_EXE;2;Análisis S.;;;;EXW;452;2013-6-27;Cerrada;;;Terrestre;
OV;720;2013-6-4;GEL P338702;;32000202-8C;Av.Henry Ford 3200, B1610BKW;Buenos Aires;USD;30 días Fecha Factura;;IVA_EXE;2;Análisis S.S.;;;;FOB;448;2013-6-19;Cerrada;;;Terrestre;
OV;617;2013-4-2;GEL PO191/13;;35000801-2C;No.9, Beitucheng West Rd., Chaoyang District;BEIJING;USD;30 días Fecha Factura;;IVA_EXE;13;;;;;;344;2013-4-18;Cerrada;;;;
OV;623;2013-4-5;GEL IE774/13;;32000704-6C;RUA BERTOLINO SERPA,501-BLOCO 02 CEP88311-547 CNPJ 01.838.723/0171-00 ITAJAÍ-SC-BR;CNPJ01.838.723/0171-00;USD;90 días Fecha Factura;;IVA_EXE;3;;;;;;469;2013-10-17;Cerrada;;;Terrestre;
OV;628;2013-4-9;GEL PO194/13;;35000803-9C;Room 1201, 12th Floor,Building 2,1126-LI-AN ROAD, Minhang District,SHANGHAI 201199;SHANGHAI 201199  USCC  913101126762546417;USD;90 días Fecha Factura;;IVA_EXE;13;;;;;;422;2013-5-15;Cerrada;;;;
OV;633;2013-4-17;GEL 7100000173;;32000702-KC;RUA RODOLFO HUFENUSSLER, 755 CAIXA;CEP 89251-901;USD;30 días Fecha Factura;;IVA_EXE;3;;;;;;416;2013-5-8;Cerrada;;;;
OV;646;2013-4-23;GEL AS-02/13;;35003401-3C;Nº 44, THALAWATHUGODA ROAD,;PITAKOTTE;USD;30 días Fecha Factura;;IVA_EXE;-1;;;;;;396;2013-5-3;Cerrada;;;;
OV;651;2013-4-25;GEL 27670;;36001904-7C;Z.A. 67170 MITTELHAUSEN;MITTELHAUSEN;EUR;30 días Fecha Factura;;IVA_EXE;7;;;;;;383;2013-4-30;Cerrada;;;;
OV;697;2013-5-22;GEL 4600148455(4);;34501605-8C;CROCKETTS POINT PO BOX 1589 ROCKLAND, MAINE 04841-1589  USA;ROCKLAND, MAINE;USD;30 días Fecha Factura;;IVA_EXE;1;;;;;;453;2013-6-28;Cerrada;;;;
OV;697;2013-5-22;GEL 4600148455(4);;34501605-8C;CROCKETTS POINT PO BOX 1589 ROCKLAND, MAINE 04841-1589  USA;ROCKLAND, MAINE;USD;30 días Fecha Factura;;IVA_EXE;1;;;;;;458;2013-7-22;Cerrada;;;;
OV;701;2013-5-23;GEL 1301130097;;32003502-3C;YAGUARON 1407 PISO 16;MONTEVIDEO;USD;90 días Fecha Factura;;IVA_EXE;2;;;;;;439;2013-6-3;Cerrada;;;;
OV;704;2013-5-27;GEL CEM-IND 005/2013;;32002802-7C;AV. PRODUCCION NACIONAL 188 CHORRILLOS LIMA PERU RUC 20417378911;LIMA;USD;90 días Fecha Factura;;IVA_EXE;14;;;;;;100113;2013-6-26;Cerrada;;;Marítimo;
OV;713;2013-6-3;GEL GELY-05-13;;32001401-8C;VICENTE DUQUE N73-85 Y JOSE DE LA REA, QUITO ECUADOR RUC 1791269489001;Quito;USD;90 días Fecha Factura;;IVA_EXE;13;;;;;;441;2013-6-5;Cerrada;;;;
OV;728;2013-6-12;GEL PO-ECO-002963;;35002403-4C;LOT 11,SECTION 5,FASA 2B,PULAU INDAH INDUSTRIAL PARK, JALAN SUNGAI PINANG 4/2 42920 P. I. SELANGOR;SELANGOR;USD;30 días Fecha Factura;;IVA_EXE;13;;;;;;100126;2013-6-27;Cerrada;;;Marítimo;
OV;730;2013-6-12;GELY AS-05/13;;35003401-3C;Nº 44, THALAWATHUGODA ROAD,;PITAKOTTE;USD;30 días Fecha Factura;;IVA_EXE;13;Análisis S.;;;PITAKOTTE;CIF;100161;2013-7-9;Cerrada;;;Marítimo;
OV;735;2013-6-12;GEL PO199/13;;35000803-9C;Room 1201, 12th Floor,Building 2,1126-LI-AN ROAD, Minhang District,SHANGHAI 201199;SHANGHAI 201199  USCC  913101126762546417;USD;90 días Fecha Factura;;IVA_EXE;13;Análisis S. L.;;;SHANGHAI;CIF;100180;2013-7-19;Cerrada;;;Marítimo;
OV;741;2013-6-18;GEL SHS-9270-0;;32000203-6C;BARTOLOME MITRE 2364-66 1039;BUENOS AIRES;USD;90 días Fecha Factura;;IVA_EXE;2;Análisis S.;;;;EXW;451;2013-6-26;Cerrada;;;Terrestre;
OV;743;2013-6-19;GEL 4502177248-20;;32000701-1C;SAO BERNARDO DO CAMPO, SP RODOVIA ANCHIETA, KM 14, RUDGE RAMOS;RUDGE RAMOS;USD;45 días Fecha Factura;;IVA;1;Análisis S.;;;GUARULHOS;CFR;100328;2013-8-30;Cerrada;;;Aéreo;
OV;754;2013-7-1;GEL 47797;;32001001-2C;CARRERA 64C NO. 95-84 MEDELLIN APARTADO / PO BOX 2065 COLOMBIA NIT 890.903.310-3;;USD;75 días Fecha Factura NO USAR;;IVA_EXE;2;;;;;;100178;2013-7-18;Cerrada;;;Aéreo;
OV;733;2013-6-12;GEL 2013I00433;;32002803-5C;AV. LOS ROSALES 280 SANTA ANITA LIMA 43 PERU;LIMA;USD;90 días Fecha Factura;;IVA_EXE;14;Análisis S.;;;CALLAO;FOB;100136;2013-6-28;Cerrada;;;Marítimo;
OV;734;2013-6-12;GEL P260181-00;;32001101-9C;200M. Este del Banco Nacional;SAN JOSE DE COSTA RICA;USD;90 días Fecha Factura;;IVA_EXE;2;Análisis S.S.;;;SAN JOSE;FOB;100195;2013-7-24;Cerrada;;;Marítimo;
OV;740;2013-6-17;GELY-07-13;;32001401-8C;VICENTE DUQUE N73-85 Y JOSE DE LA REA, QUITO ECUADOR RUC 1791269489001;Quito;USD;90 días Fecha Factura;;IVA_EXE;13;Análisis S.;SANTIAGO;;QUITO;EXW;100097;2013-6-20;Cerrada;;;Aéreo;
OV;756;2013-7-2;GEL 514562;;34501608-2C;4609 RICHLYNN  DRIVE;BELCAMP, MD 21017;USD;45 días Fecha Factura;;IVA_EXE;3;Análisis S.;;;;FOB;460;2013-8-2;Cerrada;;;Aéreo;
OV;780;2013-7-15;GEL P339027;;32000202-8C;Av.Henry Ford 3200, B1610BKW;Buenos Aires;USD;30 días Fecha Factura;;IVA_EXE;2;Análisis S.S.;;;;FOB;100278;2013-8-20;Cerrada;;;Terrestre;
OV;783;2013-7-17;GEL 514674;;34501608-2C;4609 RICHLYNN  DRIVE;BELCAMP, MD 21017;USD;45 días Fecha Factura;;IVA_EXE;3;Análisis S.;;;;FOB;100414;2013-9-30;Cerrada;;;Marítimo;
OV;791;2013-7-26;GEL 032417;;36504501-1C;Unit 2, Galaxy Office Park, 17 Galaxy Ave Linbro Business Park;Sandton 2065;USD;60 días Fecha Factura;;IVA_EXE;13;Análisis S.;;;;FOB;100255;2013-8-12;Cerrada;;;Marítimo;
OV;792;2013-7-26;GEL SHS-9356-0;;32000203-6C;BARTOLOME MITRE 2364-66 1039;BUENOS AIRES;USD;90 días Fecha Factura;;IVA_EXE;2;Análisis S.;SANTIAGO;;;FCA;100276;2013-8-20;Cerrada;;;Terrestre;
OV;806;2013-8-2;GEL 4600149339-2;;34501605-8C;CROCKETTS POINT PO BOX 1589 ROCKLAND, MAINE 04841-1589  USA;ROCKLAND, MAINE;USD;30 días Fecha Factura;;IVA_EXE;1;Análisis S.;;;NEW YORK;FOB;100680;2013-12-13;Cerrada;;;Marítimo;
OV;811;2013-8-5;GEL LA-13/13;;32003602-KC;CALLE MURACHI, EDIF.ATLANTIDA, LOCAL B EL LLANITO;Caracas;USD;90 días Fecha Factura;;IVA_EXE;13;Análisis S.;;;LA GUAIRA;CIF;100669;2013-12-12;Cerrada;;;Marítimo;
OV;814;2013-8-7;GEL 514782 / 514563;;34501608-2C;4609 RICHLYNN  DRIVE;BELCAMP, MD 21017;USD;45 días Fecha Factura;;IVA_EXE;3;Análisis S.;;;BALTIMORE;FOB;100405;2013-9-27;Cerrada;;;Marítimo;
OV;830;2013-8-26;GEL 001-13;;32002804-3C;Av. Emancipacion 343 Int.119;Lima;USD;Contado;;IVA_EXE;14;Análisis S.;;;LIMA;EXW;100323;2013-8-29;Cerrada;;;PorMano;
OV;832;2013-8-26;GEL 48909;;32001001-2C;CARRERA 64C NO. 95-84 MEDELLIN APARTADO / PO BOX 2065 COLOMBIA NIT 890.903.310-3;;USD;75 días Fecha Factura NO USAR;;IVA_EXE;2;Análisis S. L.;;;BUENAVENTURA;FOB;100470;2013-10-17;Cerrada;;;Marítimo;
OV;835;2013-8-26;GEL 4500977861;;96627500-6C;LONGITUDINAL SUR KM 1078.6;PARGUA;USD;60 días Fecha Factura;;IVA;1;Análisis S.;;;;EXW;30595;2013-8-30;Cerrada;;;Terrestre;
OV;835;2013-8-26;GEL 4500977861;;96627500-6C;LONGITUDINAL SUR KM 1078.6;PARGUA;USD;60 días Fecha Factura;;IVA;1;Análisis S.;;;;EXW;30689;2013-9-30;Cerrada;;;Terrestre;
OV;847;2013-8-30;GEL 4502205953-30;;32000701-1C;SAO BERNARDO DO CAMPO, SP RODOVIA ANCHIETA, KM 14, RUDGE RAMOS;RUDGE RAMOS;USD;45 días Fecha Factura;;IVA;1;Análisis S.;;;GUARULHOS;CFR;463;2013-9-4;Cerrada;;;Aéreo;
OV;848;2013-8-30;GEL 4502205953-10;;32000701-1C;SAO BERNARDO DO CAMPO, SP RODOVIA ANCHIETA, KM 14, RUDGE RAMOS;RUDGE RAMOS;USD;45 días Fecha Factura;;IVA;1;Análisis S.;;;SAO PAULO;CFR;100393;2013-9-23;Cerrada;;;Marítimo;
OV;726;2013-6-11;GEL GELY-06-13;;32001401-8C;VICENTE DUQUE N73-85 Y JOSE DE LA REA, QUITO ECUADOR RUC 1791269489001;Quito;USD;90 días Fecha Factura;;IVA_EXE;13;Análisis S.;;;GUAYAQUIL;FOB;100128;2013-6-28;Cerrada;;;Marítimo;
OV;729;2013-6-12;GEL 83990;;32003603-8C;Calle Este Dos con Sur Veinticinco, Edif. José Vargas;Caracas;USD;Contado;;IVA_EXE;13;Análisis S.;SANTIAGO;;CARACAS;CIP;445;2013-6-13;Cerrada;;;Aéreo;
OV;731;2013-6-12;GEL 1000462;;32001502-2C;KM. 12,5 CARRETERA AL PUERTO DE LA LIBERTAD NUEVO CUSCATLAN EL SALVADOR CENTTRO AMERICA;El Salvador;USD;60 días Fecha Factura;;IVA_EXE;2;Análisis S.;;;EL SALVADOR;CIF;100123;2013-6-27;Cerrada;;;Marítimo;
OV;764;2013-7-8;GEL AF-02/13;;36504501-1C;Unit 2, Galaxy Office Park, 17 Galaxy Ave Linbro Business Park;Sandton 2065;USD;60 días Fecha Factura;;IVA_EXE;13;;;;;;100168;2013-7-12;Cerrada;;;Aéreo;
OV;766;2013-7-8;GEL 4502185182;;32000701-1C;SAO BERNARDO DO CAMPO, SP RODOVIA ANCHIETA, KM 14, RUDGE RAMOS;RUDGE RAMOS;USD;45 días Fecha Factura;;IVA_EXE;1;Análisis S.;;;;FCA;454;2013-7-8;Cerrada;;;Aéreo;
OV;772;2013-7-9;GEL CEM-IND 008/20413;;32002802-7C;AV. PRODUCCION NACIONAL 188 CHORRILLOS LIMA PERU RUC 20417378911;LIMA;USD;90 días Fecha Factura;;IVA_EXE;14;;;;;;100695;2013-12-20;Cerrada;;;Marítimo;
OV;773;2013-7-9;GEL CEM-IND 006/2013;;32002802-7C;AV. PRODUCCION NACIONAL 188 CHORRILLOS LIMA PERU RUC 20417378911;LIMA;USD;90 días Fecha Factura;;IVA_EXE;14;Análisis S.;;;;FOB;100354;2013-9-10;Cerrada;;;Marítimo;
OV;794;2013-7-26;GEL CH215/13;;36004701-6C;ISTANBUL TRAKYA SERBEST BOLGE SB FERHATPASA SB MAHALLESI, ACELYA SOK No8 B1. 34540 CATALCA/ISTANBUL;;USD;90 días Fecha Factura;;IVA_EXE;7;;;;;;100280;2013-8-20;Cerrada;;;Marítimo;
OV;807;2013-8-2;GEL4600149339-4;;34501605-8C;CROCKETTS POINT PO BOX 1589 ROCKLAND, MAINE 04841-1589  USA;ROCKLAND, MAINE;USD;30 días Fecha Factura;;IVA_EXE;1;;;;;;100637;2013-11-29;Cerrada;;;Marítimo;
OV;808;2013-8-2;GEL 4600148455-2;;34501605-8C;CROCKETTS POINT PO BOX 1589 ROCKLAND, MAINE 04841-1589  USA;ROCKLAND, MAINE;USD;30 días Fecha Factura;;IVA_EXE;1;Análisis S.;;;;FOB;100713;2013-12-27;Cerrada;;;Marítimo;
OV;819;2013-8-14;GEL 2013I00595;;32002803-5C;AV. LOS ROSALES 280 SANTA ANITA LIMA 43 PERU;LIMA;USD;90 días Fecha Factura;;IVA_EXE;14;Análisis S.;;;CALLAO;FOB;100351;2013-9-10;Cerrada;;;Marítimo;
OV;821;2013-8-16;GEL 4797;;32000705-4C;EST.PARTICULAR FUKUTARO YIDA,1173-SAO;SAO PAULO;USD;60 días Fecha Factura;;IVA_EXE;3;Análisis S.S.;;;;FOB;100331;2013-8-30;Cerrada;;;Terrestre;
OV;829;2013-8-26;GEL 216;;36500201-0C;ROUTE BOUSMAIL LOTS BELHAOU ANE N 24 KOLEA TIPAZA ALGERIE;ALGERIE;USD;30 días Fecha Factura;;IVA_EXE;6;Análisis S.;;;ALGER PORT;CFR;100518;2013-10-30;Cerrada;;;Marítimo;
OV;836;2013-8-26;GEL 4500977861-10;;96627500-6C;LONGITUDINAL SUR KM 1078.6;PARGUA;USD;60 días Fecha Factura;;IVA;1;Análisis S.;;;;EXW;30637;2013-9-11;Cerrada;;;Terrestre;
OV;846;2013-8-30;GEL P326443-00;;32001101-9C;200M. Este del Banco Nacional;SAN JOSE DE COSTA RICA;USD;90 días Fecha Factura;;IVA_EXE;2;Análisis S.;;;SAN JOSE;FOB;100330;2013-8-30;Cerrada;;;Marítimo;
OV;855;2013-9-4;GEL 4502177248-10;;32000701-1C;SAO BERNARDO DO CAMPO, SP RODOVIA ANCHIETA, KM 14, RUDGE RAMOS;RUDGE RAMOS;USD;45 días Fecha Factura;;IVA_EXE;1;Análisis S.;;;SAO PAULO;CFR;100445;2013-10-7;Cerrada;;;Marítimo;
OV;762;2013-7-5;GEL SHS-9317-0;;32000203-6C;BARTOLOME MITRE 2364-66 1039;BUENOS AIRES;USD;90 días Fecha Factura;;IVA_EXE;2;Análisis S.;;;;FCA;459;2013-7-23;Cerrada;;;Terrestre;
OV;763;2013-7-5;GEL 4622;;32000705-4C;EST.PARTICULAR FUKUTARO YIDA,1173-SAO;SAO PAULO;USD;60 días Fecha Factura;;IVA_EXE;3;;;;;;100189;2013-7-22;Cerrada;;;Terrestre;
OV;765;2013-7-8;GEL AF-01/13;;36504501-1C;Unit 2, Galaxy Office Park, 17 Galaxy Ave Linbro Business Park;Sandton 2065;USD;60 días Fecha Factura;;IVA_EXE;13;;;;;;100169;2013-7-12;Cerrada;;;DHL;
OV;771;2013-7-9;GEL CEM-IND 007/2013;;32002802-7C;AV. PRODUCCION NACIONAL 188 CHORRILLOS LIMA PERU RUC 20417378911;LIMA;USD;90 días Fecha Factura;;IVA_EXE;14;Análisis S.;;;CALLAO;FOB;100464;2013-10-15;Cerrada;;;Marítimo;
OV;776;2013-7-12;GEL 2013.1562.1;;36004701-6C;ISTANBUL TRAKYA SERBEST BOLGE SB FERHATPASA SB MAHALLESI, ACELYA SOK No8 B1. 34540 CATALCA/ISTANBUL;;EUR;90 días Fecha Factura;;IVA_EXE;7;Análisis S.;;;;CIP;456;2013-7-15;Cerrada;;;Aéreo;
OV;779;2013-7-15;GEL 514369;;34501608-2C;4609 RICHLYNN  DRIVE;BELCAMP, MD 21017;USD;45 días Fecha Factura;;IVA_EXE;3;Análisis S.;;;;FOB;100206;2013-7-26;Cerrada;;;Marítimo;
OV;799;2013-7-31;GEL PO201/13;;35000801-2C;No.9, Beitucheng West Rd., Chaoyang District;BEIJING;USD;30 días Fecha Factura;;IVA_EXE;13;Análisis S.;;;SHANGHAI;CIF;462;2013-8-30;Cerrada;;;Marítimo;
OV;805;2013-8-2;GEL 4600149339-1;;34501605-8C;CROCKETTS POINT PO BOX 1589 ROCKLAND, MAINE 04841-1589  USA;ROCKLAND, MAINE;USD;30 días Fecha Factura;;IVA_EXE;1;Análisis S.;;;NEW YORK;FOB;100547;2013-11-7;Cerrada;;;Marítimo;
OV;807;2013-8-2;GEL4600149339-4;;34501605-8C;CROCKETTS POINT PO BOX 1589 ROCKLAND, MAINE 04841-1589  USA;ROCKLAND, MAINE;USD;30 días Fecha Factura;;IVA_EXE;1;;;;;;100636;2013-12-2;Cerrada;;;Marítimo;
OV;809;2013-8-2;GEL 4600149339-3;;34501605-8C;CROCKETTS POINT PO BOX 1589 ROCKLAND, MAINE 04841-1589  USA;ROCKLAND, MAINE;USD;30 días Fecha Factura;;IVA_EXE;1;Análisis;;;NEW YORK;FOB;100714;2013-12-31;Cerrada;;;Marítimo;
OV;815;2013-8-7;GEL IE 1632/13;;32000704-6C;RUA BERTOLINO SERPA,501-BLOCO 02 CEP88311-547 CNPJ 01.838.723/0171-00 ITAJAÍ-SC-BR;CNPJ01.838.723/0171-00;USD;90 días Fecha Factura;;IVA_EXE;3;Análisis S.;;;PARANAGUA;CPT;473;2013-11-12;Cerrada;;;Terrestre;
OV;820;2013-8-14;GEL 2013I00596;;32002803-5C;AV. LOS ROSALES 280 SANTA ANITA LIMA 43 PERU;LIMA;USD;90 días Fecha Factura;;IVA_EXE;14;Análisis S.;;;CALLAO;FOB;100415;2013-9-30;Cerrada;;;Marítimo;
OV;829;2013-8-26;GEL 216;;36500201-0C;ROUTE BOUSMAIL LOTS BELHAOU ANE N 24 KOLEA TIPAZA ALGERIE;ALGERIE;USD;30 días Fecha Factura;;IVA_EXE;6;Análisis S.;;;ALGER PORT;CFR;100642;2013-12-4;Cerrada;;;Marítimo;
OV;831;2013-8-26;GEL LA-32/13 017-12;;32000602-3C;NATANIEL AGUIRRE Nº 645;COCHABAMBA;USD;30 días Fecha Factura;;IVA_EXE;14;Análisis S.;;;COCHABAMBA;FOB;100353;2013-9-10;Cerrada;;;Terrestre;
OV;835;2013-8-26;GEL 4500977861;;96627500-6C;LONGITUDINAL SUR KM 1078.6;PARGUA;USD;60 días Fecha Factura;;IVA;1;Análisis S.;;;;EXW;30596;2013-8-30;Cerrada;;;Terrestre;
OV;842;2013-8-26;GEL 4500977861-50;;96627500-6C;LONGITUDINAL SUR KM 1078.6;PARGUA;USD;60 días Fecha Factura;;IVA;1;Análisis S.;;;;EXW;30985;2013-12-17;Cerrada;;;Terrestre;
OV;860;2013-9-6;GEL SHS-9403-1;;32000203-6C;BARTOLOME MITRE 2364-66 1039;BUENOS AIRES;USD;90 días Fecha Factura;;IVA_EXE;2;Análisis S.;;;;FCA;100394;2013-9-23;Cerrada;;;Terrestre;
OV;853;2013-9-4;GEL 514859;;34501608-2C;4609 RICHLYNN  DRIVE;BELCAMP, MD 21017;USD;45 días Fecha Factura;;IVA_EXE;3;Análisis S.;;;BALTIMORE;FOB;100350;2013-9-10;Cerrada;;;Marítimo;
OV;867;2013-9-13;GEL 22081;;34501607-4C;120 Applescoss Road,2nd Floor Pinehurst,;North Carolina 28374;USD;60 días Fecha Factura;;IVA_EXE;3;Análisis S.;;;;CIF;100583;2013-11-15;Cerrada;;;Marítimo;
OV;871;2013-9-23;GEL 514947;;34501608-2C;4609 RICHLYNN  DRIVE;BELCAMP, MD 21017;USD;45 días Fecha Factura;;IVA_EXE;3;Análisis S.;;;BALTIMORE;FOB;100582;2013-11-15;Cerrada;;;Marítimo;
OV;876;2013-9-25;GEL 1301130162;;32003502-3C;YAGUARON 1407 PISO 16;MONTEVIDEO;USD;90 días Fecha Factura;;IVA_EXE;2;Análisis S. L.;;;SANTIAGO;FOB;466;2013-10-8;Cerrada;;;Aéreo;
OV;885;2013-10-7;GEL A5820;;34501601-5C;6299 ROUTE 9N;ROUTE 9N;USD;45 días Fecha Factura;;IVA_EXE;5;Análisis S.;;;NEW YORK;CIF;100689;2013-12-17;Cerrada;;;Marítimo;
OV;891;2013-10-14;GEL 2013I00758;;32002803-5C;AV. LOS ROSALES 280 SANTA ANITA LIMA 43 PERU;LIMA;USD;90 días Fecha Factura;;IVA_EXE;14;Análisis S.;;;;FOB;100534;2013-11-5;Cerrada;;;Marítimo;
OV;906;2013-10-24;GEL 246;;33002405-4C;Darwin, No. 68, Despacho 1301, Col.Anzures C.P. 11590;Ciudad de México;USD;60 días Fecha Factura;;IVA_EXE;13;Análisis S.;;;;CIP;100506;2013-10-28;Cerrada;;;Aéreo;
OV;939;2013-11-18;GEL 5133;;32000705-4C;EST.PARTICULAR FUKUTARO YIDA,1173-SAO;SAO PAULO;USD;60 días Fecha Factura;;IVA_EXE;3;Análisis S.;;;;FOB;100634;2013-11-29;Cerrada;;;Terrestre;
OV;946;2013-11-19;GEL SHS- 9463-0;;32000203-6C;BARTOLOME MITRE 2364-66 1039;BUENOS AIRES;USD;90 días Fecha Factura;;IVA;2;Análisis S.;;;;;480;2013-12-10;Cerrada;;;Terrestre;
OV;954;2013-11-28;GEL P340094;;32000202-8C;Av.Henry Ford 3200, B1610BKW;Buenos Aires;USD;30 días Fecha Factura;;IVA_EXE;2;Análisis S.S.;;;VILLA MERCEDES;FOB;481;2013-12-10;Cerrada;;;Terrestre;
OV;957;2013-12-4;GEL 249;;33002405-4C;Darwin, No. 68, Despacho 1301, Col.Anzures C.P. 11590;Ciudad de México;USD;60 días Fecha Factura;;IVA_EXE;13;Análisis S.;;;;CIP;100651;2013-12-5;Cerrada;;;Aéreo;
OV;976;2013-12-17;GEL 2013/3;;35001701-1C;VAT # 511256737 3, ELIAHU EITAN STREET, IND, ZONE;RISHON LEZION 75703;USD;120 Días Fecha Factura;;IVA_EXE;7;Análisis S.;;;;CIP;100711;2013-12-24;Cerrada;;;Aéreo;
OV;987;2013-12-23;GEL 131114;;34501606-6C;631 MOOSEHEAD TRAIL;WALDO;USD;30 días Fecha Factura;;IVA_EXE;5;;;;;;101078;2014-4-15;Cerrada;;;Aéreo;
OV;989;2013-12-23;GEL LA-48-13;;32000702-KC;RUA RODOLFO HUFENUSSLER, 755 CAIXA;CEP 89251-901;USD;45 días Fecha Factura;;IVA_EXE;3;;;;;;504;2014-1-20;Cerrada;;;;
OV;995;2013-12-24;GEL 12771442;;32000704-6C;RUA BERTOLINO SERPA,501-BLOCO 02 CEP88311-547 CNPJ 01.838.723/0171-00 ITAJAÍ-SC-BR;CNPJ01.838.723/0171-00;USD;90 días Fecha Factura;;IVA_EXE;3;Análisis S.;;;;CPT;503;2014-1-13;Cerrada;;;Terrestre;
OV;997;2013-12-24;GEL 2013I00950;;32002803-5C;AV. LOS ROSALES 280 SANTA ANITA LIMA 43 PERU;LIMA;USD;90 días Fecha Factura;;IVA_EXE;14;Análisis S.;;;CALLAO;FOB;100798;2014-1-24;Cerrada;;;Marítimo;
